0.6	0.3
0.796	0.18
0.292938	0.2388
1.11866	0.0878812
-0.664087	0.335599
0.718182	-0.199226
0.0786734	0.215455
1.20679	0.023602
-1.01527	0.362037
-0.0810595	-0.304582
0.686219	-0.0243178
0.316428	0.205866
1.06569	0.0949283
-0.49504	0.319707
0.976616	-0.148512
-0.483802	0.292985
0.965295	-0.14514
-0.449653	0.289589
1.00653	-0.134896
-0.553227	0.301958
0.873473	-0.165968
-0.234106	0.262042
1.18531	-0.0702317
-1.03719	0.355594
-0.150472	-0.311157
0.657145	-0.0451416
0.350284	0.197143
1.02537	0.105085
-0.366838	0.30761
1.11921	-0.110051
-0.86374	0.335763
0.291299	-0.259122
0.622081	0.0873896
0.545611	0.186624
0.769857	0.163683
0.333932	0.230957
1.07484	0.10018
-0.517221	0.322453
0.947928	-0.155166
-0.41316	0.284378
1.0454	-0.123948
-0.653943	0.313619
0.71492	-0.196183
0.0882619	0.214476
1.20357	0.0264785
-1.00153	0.361071
-0.0432269	-0.30046
0.696924	-0.012968
0.307048	0.209077
1.07709	0.0921143
-0.53205	0.323126
0.926818	-0.159615
-0.362204	0.278046
1.09438	-0.108661
-0.785386	0.328313
0.464749	-0.235616
0.461995	0.139425
0.840609	0.138599
0.149325	0.252183
1.22097	0.0447974
-1.04226	0.36629
-0.154546	-0.312679
0.653883	-0.0463637
0.355048	0.196165
1.01968	0.106514
-0.349138	0.305905
1.13525	-0.104741
-0.909046	0.340575
0.183664	-0.272714
0.680061	0.0550993
0.407624	0.204018
0.971398	0.122287
-0.198772	0.291419
1.2361	-0.0596317
-1.19877	0.370831
-0.641033	-0.359631
0.065076	-0.19231
0.801761	0.0195228
0.119574	0.240528
1.22051	0.035872
-1.04964	0.366153
-0.176274	-0.314891
0.641608	-0.0528822
0.370793	0.192482
1	0.111238
-0.288762	0.3
1.18326	-0.0866286
-1.04678	0.354979
-0.179082	-0.314035
0.641066	-0.0537245
0.370923	0.19232
0.999702	0.111277
-0.28789	0.299911
1.18388	-0.0863669
-1.04856	0.355163
-0.184108	-0.314568
0.637978	-0.0552322
0.374945	0.191393
0.994576	0.112484
-0.272369	0.298373
1.19451	-0.0817108
-1.07932	0.358354
-0.272546	-0.323796
0.572211	-0.0817637
0.459841	0.171663
0.875628	0.137952
0.0645389	0.262688
1.25686	0.0193616
-1.1922	0.377057
-0.612831	-0.357661
0.116552	-0.183849
0.797133	0.0349654
0.145377	0.23914
1.20955	0.043613
-1.00461	0.362865
-0.0500659	-0.301382
0.695108	-0.0150197
0.308534	0.208533
1.07526	0.0925602
-0.526103	0.322579
0.93508	-0.157831
-0.381956	0.280524
1.07628	-0.114587
-0.736308	0.322883
0.563873	-0.220893
0.333974	0.169162
1.01301	0.100192
-0.336467	0.303902
1.14541	-0.10094
-0.937683	0.343622
0.112672	-0.281305
0.700922	0.0338015
0.345993	0.210277
1.04268	0.103798
-0.418258	0.312804
1.06789	-0.125478
-0.722017	0.320366
0.590535	-0.216605
0.29517	0.177161
1.05519	0.088551
-0.470231	0.316556
1.00699	-0.141069
-0.560715	0.302098
0.861935	-0.168215
-0.20832	0.258581
1.19782	-0.0624959
